年月日,時分,採水位置,水温 (℃),ｐＨ,ＤＯ (mg/l),導電率 (ms/m),濁度 (度),ＣＯＤ (mg/l)
2020/01/16,08:00,流心,10.6,7.0,9.6,43.3,5.2,7.6
2020/01/16,09:00,流心,10.6,7.0,9.8,43.1,5.6,7.9
2020/01/16,10:00,流心,10.7,6.9,10.1,42.9,5.4,7.8
2020/01/16,11:00,流心,11.2,7.0,10.3,42.8,5.8,7.9
2020/01/16,12:00,流心,11.6,7.0,10.4,42.1,5.8,7.6
2020/01/16,13:00,流心,11.6,7.0,10.4,43.0,6.0,7.5
2020/01/16,14:00,流心,12.0,7.0,10.5,42.1,6.0,7.8
2020/01/16,15:00,流心,11.8,7.0,10.5,42.5,6.0,7.8
2020/01/16,16:00,流心,11.8,7.0,10.5,42.4,5.8,7.6
2020/01/16,17:00,流心,11.6,7.0,10.4,42.0,6.0,8.0
2020/01/16,18:00,流心,11.4,7.0,10.3,41.1,5.8,7.4
2020/01/16,19:00,流心,11.4,7.0,10.1,40.7,6.0,7.4
2020/01/16,20:00,流心,11.0,7.0,9.9,41.3,5.2,7.3
2020/01/16,21:00,流心,11.2,7.0,9.9,41.6,5.8,7.3
2020/01/16,22:00,流心,10.8,6.9,9.8,41.9,5.4,7.3
2020/01/16,23:00,流心,10.8,7.0,10.0,41.4,5.8,7.7
2020/01/16,24:00,流心,10.8,6.9,9.8,41.2,5.2,7.3
2020/01/17,01:00,流心,10.6,6.9,10.1,42.0,5.8,7.2
2020/01/17,02:00,流心,11.0,6.9,9.7,42.5,5.2,7.3
2020/01/17,03:00,流心,10.4,7.0,10.0,44.2,5.8,7.3
2020/01/17,04:00,流心,10.8,6.9,9.7,44.1,5.2,7.4
2020/01/17,05:00,流心,10.6,6.9,9.9,43.8,5.8,7.7
2020/01/17,06:00,流心,10.2,6.9,9.8,44.1,5.0,7.3
2020/01/17,07:00,流心,10.4,6.9,9.9,43.3,5.4,7.6
2020/01/17,08:00,流心,10.2,6.9,9.8,44.6,4.8,7.1
2020/01/17,09:00,流心,10.6,7.0,10.0,44.6,5.6,7.4
2020/01/17,10:00,流心,10.6,6.9,10.2,45.5,5.2,7.3
2020/01/17,11:00,流心,10.8,7.0,10.5,44.8,5.8,7.7
2020/01/17,12:00,流心,11.4,7.0,10.5,44.3,5.6,7.4
2020/01/17,13:00,流心,11.4,7.0,10.8,44.7,6.4,7.6
2020/01/17,14:00,流心,11.6,7.0,10.6,44.5,6.0,7.8
2020/01/17,15:00,流心,11.4,7.0,10.8,44.1,6.4,7.4
2020/01/17,16:00,流心,11.4,7.0,10.7,44.8,5.6,7.6
2020/01/17,17:00,流心,11.6,7.0,10.5,45.2,6.4,7.6
2020/01/17,18:00,流心,11.2,7.0,10.3,45.6,5.8,7.7
2020/01/17,19:00,流心,11.4,7.0,10.2,45.8,6.2,7.9
2020/01/17,20:00,流心,11.3,7.0,9.8,45.2,5.6,7.8
2020/01/17,21:00,流心,11.0,7.0,10.1,45.3,6.0,7.7
2020/01/17,22:00,流心,11.4,6.9,9.7,45.8,5.8,7.7
2020/01/17,23:00,流心,11.2,6.9,10.0,46.4,6.2,7.6
2020/01/17,24:00,流心,11.3,6.9,9.6,47.6,5.6,7.6
2020/01/18,01:00,流心,11.4,7.0,9.7,47.0,6.0,8.0
2020/01/18,02:00,流心,11.2,6.9,9.5,48.1,5.2,8.0
2020/01/18,03:00,流心,11.6,6.9,9.7,47.4,5.8,7.9
2020/01/18,04:00,流心,11.4,6.9,9.5,48.9,5.2,7.8
2020/01/18,05:00,流心,11.4,6.9,9.6,48.3,5.8,8.3
2020/01/18,06:00,流心,11.4,6.9,9.2,48.3,5.2,8.1
2020/01/18,07:00,流心,11.2,6.9,9.6,49.1,6.0,7.9
2020/01/18,08:00,流心,11.5,6.9,9.2,49.1,5.8,8.6
2020/01/18,09:00,流心,11.2,6.9,9.7,49.9,6.6,8.1
2020/01/18,10:00,流心,11.5,6.9,9.7,49.1,6.0,8.3
2020/01/18,11:00,流心,11.6,7.0,10.1,48.7,7.0,8.3
2020/01/18,12:00,流心,12.2,7.0,10.2,48.7,6.6,8.6
2020/01/18,13:00,流心,13.0,7.0,10.3,48.3,7.2,8.4
2020/01/18,14:00,流心,13.2,7.0,10.5,49.9,7.2,8.4
2020/01/18,15:00,流心,13.4,7.0,10.2,50.7,7.8,8.8
2020/01/18,16:00,流心,13.4,7.0,10.3,50.7,7.0,8.7
2020/01/18,17:00,流心,13.2,7.0,10.4,51.0,8.0,8.8
2020/01/18,18:00,流心,13.0,7.0,9.9,50.4,7.2,8.6
2020/01/18,19:00,流心,12.2,7.0,10.1,50.9,7.4,8.5
2020/01/18,20:00,流心,12.4,7.0,9.4,49.7,6.4,8.7
2020/01/18,21:00,流心,11.8,7.0,9.8,50.3,6.6,8.1
2020/01/18,22:00,流心,11.8,7.0,9.4,50.3,5.6,8.0
2020/01/18,23:00,流心,11.8,7.0,9.7,49.9,6.4,8.2
2020/01/18,24:00,流心,11.6,7.0,9.3,50.7,5.4,7.9
2020/01/19,01:00,流心,11.6,7.0,9.8,50.5,6.0,8.2
2020/01/19,02:00,流心,11.4,7.0,9.3,52.1,5.0,8.6
2020/01/19,03:00,流心,11.5,7.0,9.5,51.2,5.6,8.7
2020/01/19,04:00,流心,11.0,7.0,9.3,51.7,4.8,8.4
2020/01/19,05:00,流心,10.8,7.0,9.6,51.4,5.2,8.7
2020/01/19,06:00,流心,10.8,7.0,9.3,51.2,4.4,8.5
2020/01/19,07:00,流心,10.4,7.0,9.6,52.8,5.0,8.8
2020/01/19,08:00,流心,10.8,7.0,9.2,51.6,5.0,8.5
2020/01/19,09:00,流心,10.6,7.0,9.8,55.4,5.2,8.6
2020/01/19,10:00,流心,11.2,7.0,9.7,55.6,4.8,9.2
2020/01/19,11:00,流心,11.6,7.0,10.2,55.7,6.0,9.0
2020/01/19,12:00,流心,12.2,7.0,10.2,56.1,5.0,9.2
2020/01/19,13:00,流心,12.8,7.0,10.5,55.2,6.4,9.2
2020/01/19,14:00,流心,13.0,7.0,10.6,55.8,5.8,8.8
2020/01/19,15:00,流心,13.0,7.0,10.5,55.7,7.0,8.8
2020/01/19,16:00,流心,13.0,7.0,10.2,55.7,5.2,8.6
2020/01/19,17:00,流心,12.8,7.0,10.3,55.5,6.0,8.9
2020/01/19,18:00,流心,12.7,7.0,9.7,55.2,5.2,8.6
2020/01/19,19:00,流心,12.3,7.0,9.9,55.2,5.4,8.8
2020/01/19,20:00,流心,12.6,7.0,9.3,55.2,5.0,8.4
2020/01/19,21:00,流心,12.6,7.0,9.5,54.1,5.6,8.4
2020/01/19,22:00,流心,12.2,7.0,9.1,54.5,4.8,8.3
2020/01/19,23:00,流心,12.4,7.0,9.3,54.2,5.2,8.2
2020/01/19,24:00,流心,12.2,7.0,9.1,55.7,5.0,8.2
2020/01/20,01:00,流心,12.2,7.0,9.2,55.7,5.0,8.2
2020/01/20,02:00,流心,12.0,7.0,8.9,56.4,4.6,8.2
2020/01/20,03:00,流心,12.0,7.0,9.2,56.8,5.2,8.6
2020/01/20,04:00,流心,12.0,7.0,8.7,55.3,4.8,8.3
2020/01/20,05:00,流心,11.6,7.0,9.3,56.9,5.4,8.3
2020/01/20,06:00,流心,11.9,7.0,8.8,55.7,4.8,8.6
2020/01/20,07:00,流心,11.4,7.0,9.1,57.0,5.4,8.2
2020/01/20,08:00,流心,11.4,7.0,8.9,56.7,5.2,8.6
2020/01/20,09:00,流心,11.4,7.0,9.3,56.0,5.2,8.8
2020/01/20,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/20,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/20,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/20,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/20,14:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/20,15:00,流心,13.0,7.0,9.8,55.9,6.4,9.1
2020/01/20,16:00,流心,13.2,7.1,10.1,55.3,5.4,9.3
2020/01/20,17:00,流心,12.8,7.0,9.8,56.2,5.6,9.2
2020/01/20,18:00,流心,13.0,7.0,9.6,54.5,5.2,9.2
2020/01/20,19:00,流心,12.4,7.0,9.4,54.5,5.4,9.2
2020/01/20,20:00,流心,12.2,7.0,9.2,53.6,4.4,9.0
2020/01/20,21:00,流心,12.2,7.0,9.0,53.3,5.0,9.0
2020/01/20,22:00,流心,12.1,7.0,9.0,54.4,4.8,8.9
2020/01/20,23:00,流心,12.2,7.0,8.9,53.0,4.8,9.2
2020/01/20,24:00,流心,11.8,7.0,9.0,53.8,4.6,8.9
2020/01/21,01:00,流心,11.8,7.0,9.0,52.4,5.6,9.2
2020/01/21,02:00,流心,11.6,7.0,9.1,53.0,4.4,8.7
2020/01/21,03:00,流心,11.4,7.0,9.1,52.0,5.0,9.0
2020/01/21,04:00,流心,11.6,7.0,9.0,52.4,4.6,8.6
2020/01/21,05:00,流心,11.2,7.0,9.0,53.3,4.8,9.1
2020/01/21,06:00,流心,11.6,7.0,8.8,54.5,4.2,8.8
2020/01/21,07:00,流心,11.2,7.0,9.0,57.0,5.0,9.0
2020/01/21,08:00,流心,11.4,7.0,8.8,57.1,4.4,9.4
2020/01/21,09:00,流心,11.2,7.0,9.2,56.9,5.2,9.4
2020/01/21,10:00,流心,11.6,7.0,9.4,56.1,4.8,9.5
2020/01/21,11:00,流心,12.2,7.0,9.6,54.5,5.4,9.5
2020/01/21,12:00,流心,12.5,7.0,10.1,55.7,5.2,9.0
2020/01/21,13:00,流心,13.2,7.1,9.9,56.1,6.4,9.3
2020/01/21,14:00,流心,13.3,7.1,10.2,57.0,5.8,9.1
2020/01/21,15:00,流心,13.4,7.1,10.1,56.5,7.0,9.5
2020/01/21,16:00,流心,13.4,7.1,10.2,56.1,5.8,9.3
2020/01/21,17:00,流心,12.7,7.1,10.0,58.0,7.8,9.1
2020/01/21,18:00,流心,12.5,7.1,9.7,57.5,5.2,9.2
2020/01/21,19:00,流心,12.0,7.1,9.6,57.6,5.6,9.2
2020/01/21,20:00,流心,11.8,7.0,9.4,57.8,5.0,9.2
2020/01/21,21:00,流心,11.8,7.0,9.4,56.1,5.0,9.2
2020/01/21,22:00,流心,11.4,7.0,9.4,55.7,4.8,9.0
2020/01/21,23:00,流心,11.4,7.0,9.5,53.7,5.2,8.8
2020/01/21,24:00,流心,11.0,7.0,9.5,52.5,4.4,8.3
2020/01/22,01:00,流心,10.8,7.0,9.7,52.1,5.4,8.4
2020/01/22,02:00,流心,10.8,7.0,9.4,51.1,4.2,8.2
2020/01/22,03:00,流心,10.4,7.0,9.6,52.7,4.6,8.3
2020/01/22,04:00,流心,10.8,7.0,9.4,52.1,4.2,8.4
2020/01/22,05:00,流心,10.2,7.0,9.6,55.3,4.8,8.6
2020/01/22,06:00,流心,10.4,7.0,9.4,55.0,4.2,8.6
2020/01/22,07:00,流心,10.2,7.0,9.5,54.5,4.6,8.8
2020/01/22,08:00,流心,10.2,7.0,9.5,54.9,4.4,8.7
2020/01/22,09:00,流心,10.4,7.0,9.7,53.9,4.6,8.7
2020/01/22,10:00,流心,10.6,7.0,10.0,54.1,4.6,8.6
2020/01/22,12:00,流心,11.4,7.0,10.5,54.1,5.0,8.4
2020/01/22,13:00,流心,12.2,7.0,10.2,54.4,6.4,8.8
2020/01/22,14:00,流心,12.3,7.0,10.6,55.1,5.6,8.6
2020/01/22,15:00,流心,12.4,7.0,10.3,55.2,6.4,8.9
2020/01/22,16:00,流心,12.4,7.0,10.3,54.3,5.4,8.8
2020/01/22,17:00,流心,12.2,7.0,10.1,54.1,6.4,9.2
2020/01/22,18:00,流心,12.0,7.0,9.9,53.3,5.0,8.8
2020/01/22,19:00,流心,11.8,7.0,9.8,52.8,5.6,8.6
2020/01/22,20:00,流心,12.0,6.9,9.6,52.4,4.8,8.8
2020/01/22,21:00,流心,12.2,7.0,9.4,51.8,5.2,8.7
2020/01/22,22:00,流心,12.0,6.9,9.4,53.7,4.8,8.4
2020/01/22,23:00,流心,12.4,7.0,9.3,53.0,5.6,8.9
2020/01/22,24:00,流心,12.0,6.9,9.2,53.2,4.8,8.5
2020/01/23,01:00,流心,12.2,6.9,9.3,52.0,5.2,9.1
2020/01/23,02:00,流心,12.2,6.9,9.2,50.7,4.8,8.4
2020/01/23,03:00,流心,11.8,6.9,9.3,50.9,5.8,8.7
2020/01/23,04:00,流心,12.2,6.9,9.1,50.0,4.8,8.3
2020/01/23,05:00,流心,11.6,6.9,9.3,51.6,5.2,8.2
2020/01/23,06:00,流心,12.0,6.9,9.0,51.2,4.6,8.4
2020/01/23,07:00,流心,11.9,6.9,9.0,50.9,5.2,8.6
2020/01/23,08:00,流心,11.7,6.9,9.0,51.1,5.2,8.2
2020/01/23,09:00,流心,12.2,6.9,9.0,49.5,5.4,8.6
2020/01/23,10:00,流心,12.0,6.9,9.2,49.9,5.2,8.6
2020/01/23,11:00,流心,12.0,6.9,9.4,50.1,6.0,8.5
2020/01/23,12:00,流心,12.2,6.9,9.3,49.5,7.0,8.6
2020/01/23,13:00,流心,12.1,6.9,9.4,48.8,8.2,8.7
2020/01/23,14:00,流心,11.8,7.0,9.5,42.0,12.2,9.0
2020/01/23,15:00,流心,12.2,7.0,9.5,37.9,18.0,8.7
2020/01/23,16:00,流心,12.0,7.0,9.6,36.9,19.6,8.6
2020/01/23,17:00,流心,12.2,7.0,9.5,35.6,17.6,8.9
2020/01/23,18:00,流心,12.4,6.9,9.3,34.7,21.6,8.7
2020/01/23,19:00,流心,12.0,6.9,9.3,35.1,20.0,8.8
2020/01/23,20:00,流心,12.0,6.9,9.2,33.6,22.0,8.4
2020/01/23,21:00,流心,12.1,6.9,9.2,32.9,19.0,8.7
2020/01/23,22:00,流心,11.8,6.9,9.4,31.5,18.6,8.4
2020/01/23,23:00,流心,11.8,6.9,9.3,30.7,16.2,8.1
2020/01/23,24:00,流心,11.3,6.9,9.5,31.1,14.0,7.4
2020/01/24,01:00,流心,11.3,6.9,9.4,30.3,12.0,7.5
2020/01/24,02:00,流心,11.2,6.9,9.6,29.8,11.2,6.8
2020/01/24,03:00,流心,10.8,6.9,9.6,29.5,10.4,6.7
2020/01/24,04:00,流心,11.2,6.9,9.7,28.9,9.8,6.4
2020/01/24,05:00,流心,10.8,6.9,9.7,29.3,9.6,6.0
2020/01/24,06:00,流心,10.8,6.9,9.8,29.2,9.2,6.2
2020/01/24,07:00,流心,10.8,6.9,9.8,29.4,9.4,6.0
2020/01/24,08:00,流心,10.8,6.9,9.7,29.8,9.8,6.1
2020/01/24,09:00,流心,11.2,6.9,9.7,30.0,9.8,6.2
2020/01/24,10:00,流心,11.0,6.9,10.1,30.3,11.2,6.6
2020/01/24,11:00,流心,11.4,6.9,9.9,30.4,12.0,6.6
2020/01/24,12:00,流心,11.8,6.9,10.2,30.8,11.8,6.4
2020/01/24,13:00,流心,11.9,6.9,10.1,31.5,12.6,6.4
2020/01/24,14:00,流心,12.6,7.0,10.3,31.7,13.0,6.6
2020/01/24,15:00,流心,12.4,7.0,10.1,32.9,12.6,6.7
2020/01/24,16:00,流心,12.8,7.0,10.3,32.8,12.2,6.5
2020/01/24,17:00,流心,12.7,7.0,10.0,33.4,12.2,6.7
2020/01/24,18:00,流心,12.2,7.0,10.0,35.1,11.4,6.8
2020/01/24,19:00,流心,12.4,7.0,9.6,36.0,10.4,7.2
2020/01/24,20:00,流心,12.2,7.0,9.6,36.8,9.8,7.2
2020/01/24,21:00,流心,12.0,7.0,9.5,36.4,9.8,7.3
2020/01/24,22:00,流心,12.2,7.0,9.5,37.2,9.4,7.1
2020/01/24,23:00,流心,11.8,7.0,9.5,38.3,9.0,7.1
2020/01/24,24:00,流心,12.2,7.0,9.4,37.5,8.8,7.2
2020/01/25,01:00,流心,11.6,7.0,9.6,39.2,8.6,7.3
2020/01/25,02:00,流心,11.6,7.0,9.5,40.7,8.2,7.3
2020/01/25,03:00,流心,11.4,7.0,9.5,41.2,8.2,7.4
2020/01/25,04:00,流心,11.4,6.9,9.4,41.4,8.0,7.9
2020/01/25,05:00,流心,11.6,6.9,9.5,41.1,8.0,7.6
2020/01/25,06:00,流心,11.2,6.9,9.5,42.0,8.0,7.3
2020/01/25,07:00,流心,11.4,6.9,9.5,40.6,8.4,7.9
2020/01/25,08:00,流心,10.8,6.9,9.5,41.2,8.0,7.6
2020/01/25,09:00,流心,11.0,6.9,9.6,40.8,8.2,7.8
2020/01/25,10:00,流心,11.3,6.9,9.9,41.1,8.0,7.6
2020/01/25,11:00,流心,11.4,7.0,10.0,41.6,8.0,7.7
2020/01/25,12:00,流心,12.2,7.0,10.2,40.8,8.0,7.8
2020/01/25,13:00,流心,12.3,7.0,10.2,42.4,8.0,7.6
2020/01/25,14:00,流心,13.0,7.0,10.3,43.7,8.0,7.7
2020/01/25,15:00,流心,13.0,6.9,10.2,44.0,8.6,7.3
2020/01/25,16:00,流心,12.8,6.9,10.3,45.1,7.8,8.1
2020/01/25,17:00,流心,12.8,6.9,10.0,44.9,8.0,8.3
2020/01/25,18:00,流心,12.2,6.9,10.0,45.4,7.2,8.2
2020/01/25,19:00,流心,12.4,6.9,9.8,44.6,7.0,8.1
2020/01/25,20:00,流心,12.4,6.9,9.7,45.1,6.6,7.7
2020/01/25,21:00,流心,12.2,6.9,9.6,44.8,7.0,8.4
2020/01/25,22:00,流心,12.7,6.9,9.4,44.0,6.4,7.8
2020/01/25,23:00,流心,12.4,6.9,9.5,44.9,7.0,7.8
2020/01/25,24:00,流心,12.6,6.9,9.3,44.9,6.4,8.1
2020/01/26,01:00,流心,12.4,6.9,9.3,45.2,6.6,8.1
2020/01/26,02:00,流心,12.3,6.9,9.2,46.3,6.0,8.1
2020/01/26,03:00,流心,12.6,6.9,9.3,45.4,6.4,8.3
2020/01/26,04:00,流心,12.2,6.9,9.1,46.3,5.8,8.4
2020/01/26,05:00,流心,12.4,6.9,9.3,45.6,6.4,8.2
2020/01/26,06:00,流心,12.2,6.9,9.0,45.4,5.8,8.1
2020/01/26,07:00,流心,12.2,6.9,9.2,45.3,6.4,8.0
2020/01/26,08:00,流心,12.4,6.9,9.0,44.5,6.4,8.1
2020/01/26,09:00,流心,12.2,6.9,9.3,44.9,6.8,8.1
2020/01/26,10:00,流心,12.4,6.9,9.1,44.5,6.4,8.0
2020/01/26,11:00,流心,12.6,6.9,9.5,44.9,6.6,8.3
2020/01/26,12:00,流心,13.0,6.9,9.7,45.6,7.0,8.2
2020/01/26,13:00,流心,13.8,6.9,9.7,45.4,8.0,8.6
2020/01/26,14:00,流心,14.2,6.9,10.1,46.5,7.2,8.1
2020/01/26,15:00,流心,14.3,6.9,9.8,48.0,7.6,8.4
2020/01/26,16:00,流心,14.2,6.9,9.9,47.7,7.0,8.6
2020/01/26,17:00,流心,13.8,6.9,9.7,48.0,7.2,8.6
2020/01/26,18:00,流心,13.8,6.9,9.4,47.2,6.6,8.3
2020/01/26,19:00,流心,13.3,6.9,9.6,46.9,7.2,8.1
2020/01/26,20:00,流心,13.4,6.9,9.1,45.9,6.4,8.1
2020/01/26,21:00,流心,13.4,6.9,9.3,45.5,7.0,8.0
2020/01/26,22:00,流心,13.3,6.9,9.0,46.3,6.6,7.8
2020/01/26,23:00,流心,13.6,6.9,9.1,45.3,6.6,8.1
2020/01/26,24:00,流心,13.3,6.9,8.9,46.0,6.0,7.9
2020/01/27,01:00,流心,13.2,6.9,9.1,45.5,6.6,8.0
2020/01/27,02:00,流心,13.2,6.9,8.8,45.1,6.0,8.1
2020/01/27,03:00,流心,13.0,6.9,9.1,46.2,6.4,8.3
2020/01/27,04:00,流心,13.2,6.9,8.7,45.8,6.6,8.0
2020/01/27,05:00,流心,12.7,6.9,9.0,46.0,7.2,8.2
2020/01/27,06:00,流心,12.8,6.9,8.8,46.2,6.0,8.0
2020/01/27,07:00,流心,12.8,6.9,8.9,46.1,6.2,8.3
2020/01/27,08:00,流心,12.6,6.9,8.7,46.9,6.2,8.5
2020/01/27,09:00,流心,12.8,6.9,8.9,45.9,6.6,8.5
2020/01/27,10:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/27,11:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/27,12:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/27,13:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/27,14:00,流心,閉局,閉局,閉局,閉局,閉局,閉局
2020/01/27,15:00,流心,13.4,6.8,9.0,47.4,7.8,9.6
2020/01/27,16:00,流心,13.2,6.8,9.1,47.6,7.2,9.1
2020/01/27,17:00,流心,13.3,6.9,9.0,46.2,8.2,8.8
2020/01/27,18:00,流心,13.0,6.8,8.9,45.6,6.4,8.6
2020/01/27,19:00,流心,12.7,6.9,9.1,43.5,6.8,8.5
2020/01/27,20:00,流心,12.8,6.9,9.0,42.7,6.2,8.2
2020/01/27,21:00,流心,12.2,6.9,9.0,42.0,6.4,8.0
2020/01/27,22:00,流心,12.6,6.9,8.9,41.2,6.4,7.6
2020/01/27,23:00,流心,12.2,6.9,9.0,41.6,7.2,7.6
2020/01/27,24:00,流心,12.6,6.9,8.9,42.5,5.8,7.8
2020/01/28,01:00,流心,12.5,6.9,8.9,44.3,5.8,7.6
2020/01/28,02:00,流心,12.4,6.9,8.7,45.4,5.6,8.3
2020/01/28,03:00,流心,12.6,6.9,8.7,44.5,5.8,8.2
2020/01/28,04:00,流心,12.2,6.9,8.7,45.9,5.2,16.2
2020/01/28,05:00,流心,12.4,6.9,8.6,46.0,5.6,8.0
2020/01/28,06:00,流心,12.2,6.9,8.6,46.9,5.0,7.5
2020/01/28,07:00,流心,12.2,6.9,8.5,47.0,5.4,8.6
2020/01/28,08:00,流心,12.4,6.9,8.4,46.6,6.2,8.8
2020/01/28,09:00,流心,12.3,6.8,8.6,47.1,5.8,8.5
2020/01/28,10:00,流心,12.8,6.8,8.8,46.3,6.0,8.6
2020/01/28,11:00,流心,12.8,6.9,8.9,47.0,5.8,8.5
2020/01/28,12:00,流心,13.2,6.9,9.2,47.1,6.4,8.6
2020/01/28,13:00,流心,13.4,6.9,9.1,46.9,6.0,8.8
2020/01/28,14:00,流心,13.4,6.9,9.4,47.6,6.0,8.5
2020/01/28,15:00,流心,13.6,6.9,9.2,47.8,6.2,8.8
2020/01/28,16:00,流心,13.8,6.9,9.5,48.1,6.0,8.4
2020/01/28,17:00,流心,13.8,6.9,9.3,48.8,7.0,8.4
2020/01/28,18:00,流心,13.8,6.9,9.1,48.6,6.0,8.5
2020/01/28,19:00,流心,13.5,6.9,8.9,48.5,5.2,8.7
2020/01/28,20:00,流心,13.8,6.9,8.8,47.8,5.2,8.1
2020/01/28,21:00,流心,14.0,6.9,8.6,47.0,5.2,8.2
2020/01/28,22:00,流心,13.8,6.9,8.7,47.4,5.0,8.0
2020/01/28,23:00,流心,14.0,6.9,8.6,45.9,5.0,8.2
2020/01/28,24:00,流心,14.2,6.9,8.5,45.6,5.2,7.9
2020/01/29,01:00,流心,13.8,6.9,8.4,47.0,5.8,8.1
2020/01/29,02:00,流心,13.4,7.0,8.4,42.7,9.4,8.1
2020/01/29,03:00,流心,13.6,7.0,8.3,37.9,17.8,8.8
2020/01/29,04:00,流心,13.3,6.9,8.4,34.3,21.6,8.2
2020/01/29,05:00,流心,13.3,6.9,8.3,32.9,22.2,8.6
2020/01/29,06:00,流心,13.5,6.9,8.2,33.3,25.6,8.6
2020/01/29,07:00,流心,13.3,6.8,8.0,34.0,23.2,9.7
2020/01/29,08:00,流心,13.4,6.8,8.0,33.6,22.6,9.1
2020/01/29,09:00,流心,13.4,6.9,8.0,32.9,20.2,8.9
2020/01/29,10:00,流心,13.4,6.9,8.5,32.3,18.4,8.4
2020/01/29,11:00,流心,13.6,6.9,8.6,31.7,15.2,8.7
2020/01/29,12:00,流心,13.8,6.9,9.1,31.1,15.4,7.7
2020/01/29,13:00,流心,14.0,6.9,8.9,32.2,12.6,7.4
2020/01/29,14:00,流心,14.6,7.0,9.3,32.9,13.0,7.1
2020/01/29,15:00,流心,14.5,7.0,9.1,33.3,11.4,7.4
2020/01/29,16:00,流心,14.6,7.0,9.3,33.2,12.2,7.0
2020/01/29,17:00,流心,14.4,7.0,9.0,33.0,9.8,7.2
2020/01/29,18:00,流心,14.2,7.0,9.2,33.5,9.8,6.9
2020/01/29,19:00,流心,14.2,7.0,8.8,33.1,9.0,7.2
2020/01/29,20:00,流心,13.8,7.0,9.0,33.7,8.8,7.0
2020/01/29,21:00,流心,13.4,7.0,8.9,34.3,8.0,7.2
2020/01/29,22:00,流心,13.4,7.0,8.9,34.0,8.2,6.8
2020/01/29,23:00,流心,13.2,7.0,8.9,34.3,7.8,6.9
2020/01/29,24:00,流心,13.2,7.0,8.9,34.3,8.0,6.6
2020/01/30,01:00,流心,12.8,7.0,8.9,35.8,8.0,7.0
2020/01/30,02:00,流心,12.7,7.0,8.9,36.3,8.2,7.0
2020/01/30,03:00,流心,12.6,7.0,8.8,37.3,8.2,7.0
2020/01/30,04:00,流心,12.2,7.0,8.8,37.9,8.2,7.1
2020/01/30,05:00,流心,12.3,7.0,8.7,38.5,8.2,7.3
2020/01/30,06:00,流心,12.0,6.9,8.7,39.4,8.0,7.3
2020/01/30,07:00,流心,12.2,6.9,8.6,38.3,8.0,7.6
2020/01/30,08:00,流心,12.0,6.9,8.7,39.2,8.0,7.3
2020/01/30,09:00,流心,12.0,6.9,8.9,40.8,7.6,7.5
2020/01/30,10:00,流心,12.4,6.9,9.1,41.6,7.6,7.7
2020/01/30,11:00,流心,12.4,6.9,9.3,42.1,7.8,7.8
2020/01/30,12:00,流心,13.0,7.0,9.3,42.0,8.0,7.6
2020/01/30,13:00,流心,13.0,7.0,9.5,43.6,7.8,7.8
2020/01/30,14:00,流心,13.4,6.9,9.6,43.8,7.8,8.0
2020/01/30,15:00,流心,13.8,7.0,9.6,43.3,7.8,8.2
2020/01/30,16:00,流心,13.4,7.0,9.7,44.9,7.6,7.9
2020/01/30,17:00,流心,13.4,7.0,9.3,44.4,7.4,8.0
2020/01/30,18:00,流心,13.2,7.0,9.3,44.6,7.0,8.0
2020/01/30,19:00,流心,13.0,7.0,8.9,44.8,6.6,8.0
2020/01/30,20:00,流心,13.2,7.0,8.8,44.1,6.8,8.0
2020/01/30,21:00,流心,12.9,7.0,8.8,44.9,6.2,8.2
2020/01/30,22:00,流心,13.2,7.0,8.7,44.8,6.4,8.1
2020/01/30,23:00,流心,12.8,7.0,8.6,45.6,6.4,8.0
2020/01/30,24:00,流心,12.6,7.0,8.7,45.4,6.4,8.2
2020/01/31,01:00,流心,12.5,7.0,8.7,45.2,6.0,8.3
2020/01/31,02:00,流心,12.2,7.0,8.7,46.6,5.8,8.2
2020/01/31,03:00,流心,12.4,7.0,8.5,46.0,5.6,8.2
2020/01/31,04:00,流心,11.7,7.0,8.7,47.9,5.8,8.4
2020/01/31,05:00,流心,11.6,7.0,8.7,46.8,5.4,8.3
2020/01/31,06:00,流心,11.2,7.0,8.8,46.6,5.2,8.2
2020/01/31,07:00,流心,10.8,7.0,8.9,45.9,5.2,8.2
2020/01/31,08:00,流心,10.8,7.0,9.0,45.5,5.2,8.1
2020/01/31,09:00,流心,10.6,7.0,9.1,46.3,5.6,8.2
2020/01/31,10:00,流心,11.4,7.0,9.3,46.0,5.8,8.1
2020/01/31,11:00,流心,11.4,7.0,9.6,47.0,5.4,8.5
2020/01/31,12:00,流心,12.2,7.0,9.7,46.4,5.8,8.7
2020/01/31,13:00,流心,12.2,7.0,9.8,47.1,5.6,8.4
2020/01/31,14:00,流心,13.0,7.0,9.9,46.6,6.4,8.4
